# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
exon-XM_003712633.1-1	GENE_exon-XM_003712633.1-1	rna-XM_003712633.1	protein_coding	0	6	5	86	2	2	11	0	0	0	0	30	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	43
exon-XM_003712634.1-1	GENE_exon-XM_003712634.1-1	rna-XM_003712634.1	protein_coding	0	1	3	89	2	0	2	0	0	0	0	28	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	56
exon-XM_003712635.1-1	GENE_exon-XM_003712635.1-1	rna-XM_003712635.1	protein_coding	0	6	3	99	0	0	0	0	0	0	0	43	0	0	1	3	0	0	0	0	0	0	0	0	0	0	6	55
exon-XM_003712636.1-1	GENE_exon-XM_003712636.1-1	rna-XM_003712636.1	protein_coding	0	7	16	57	2	0	0	0	0	0	1	28	0	0	1	15	0	0	0	0	0	0	0	0	0	0	7	26
exon-XM_003712637.1-1	GENE_exon-XM_003712637.1-1	rna-XM_003712637.1	protein_coding	0	0	1	53	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38
exon-XM_003712638.1-1	GENE_exon-XM_003712638.1-1	rna-XM_003712638.1	protein_coding	0	1	1	52	6	0	2	0	0	0	0	26	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	16
exon-XM_003712639.1-1	GENE_exon-XM_003712639.1-1	rna-XM_003712639.1	protein_coding	0	0	0	47	0	0	0	0	0	0	0	30	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13
exon-XM_003712640.1-1	GENE_exon-XM_003712640.1-1	rna-XM_003712640.1	protein_coding	0	7	2	43	3	1	3	0	0	0	0	17	0	0	5	2	0	0	0	0	2	0	0	0	0	0	4	17
exon-XM_003712641.1-1	GENE_exon-XM_003712641.1-1	rna-XM_003712641.1	protein_coding	0	0	1	51	1	0	2	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20
exon-XM_003712642.1-1	GENE_exon-XM_003712642.1-1	rna-XM_003712642.1	protein_coding	0	0	0	51	7	0	0	0	0	0	0	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17
exon-XM_003712643.1-1	GENE_exon-XM_003712643.1-1	rna-XM_003712643.1	protein_coding	0	3	0	47	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	29
exon-XM_003712644.1-1	GENE_exon-XM_003712644.1-1	rna-XM_003712644.1	protein_coding	2	0	0	54	0	0	0	0	0	0	0	36	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	18
exon-XM_003712645.1-1	GENE_exon-XM_003712645.1-1	rna-XM_003712645.1	protein_coding	0	4	0	53	2	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	35
exon-XM_003712646.1-1	GENE_exon-XM_003712646.1-1	rna-XM_003712646.1	protein_coding	0	8	2	53	3	0	2	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	29
exon-XM_003712647.1-1	GENE_exon-XM_003712647.1-1	rna-XM_003712647.1	protein_coding	0	10	0	104	9	0	6	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	60
exon-XM_003712648.1-1	GENE_exon-XM_003712648.1-1	rna-XM_003712648.1	protein_coding	0	7	7	116	0	0	24	0	0	0	0	60	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	32
exon-XM_003712649.1-1	GENE_exon-XM_003712649.1-1	rna-XM_003712649.1	protein_coding	0	5	3	122	0	0	0	0	1	0	0	64	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	58
exon-XM_003712650.1-1	GENE_exon-XM_003712650.1-1	rna-XM_003712650.1	protein_coding	0	8	11	125	0	0	0	0	0	0	0	72	0	0	13	11	0	0	0	0	1	0	0	0	0	0	7	41
exon-XM_003712651.1-1	GENE_exon-XM_003712651.1-1	rna-XM_003712651.1	protein_coding	0	4	16	94	6	0	0	0	0	0	0	28	0	0	0	16	0	0	0	0	0	0	0	0	0	0	4	60
exon-XM_003712652.1-1	GENE_exon-XM_003712652.1-1	rna-XM_003712652.1	protein_coding	0	1	0	97	4	0	6	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45
exon-XM_003712653.1-1	GENE_exon-XM_003712653.1-1	rna-XM_003712653.1	protein_coding	0	7	0	96	8	0	3	0	0	0	0	37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	47
exon-XM_003712654.1-1	GENE_exon-XM_003712654.1-1	rna-XM_003712654.1	protein_coding	0	3	1	76	0	1	1	0	0	0	0	35	0	0	4	1	0	0	0	0	0	0	0	0	0	0	2	36
exon-XM_003712655.1-1	GENE_exon-XM_003712655.1-1	rna-XM_003712655.1	protein_coding	0	6	0	85	5	1	3	0	0	0	0	44	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	30
exon-XM_003712656.1-1	GENE_exon-XM_003712656.1-1	rna-XM_003712656.1	protein_coding	0	5	0	69	2	0	1	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	20
exon-XM_003712657.1-1	GENE_exon-XM_003712657.1-1	rna-XM_003712657.1	protein_coding	0	3	0	76	1	0	2	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	39
exon-XM_003712658.1-1	GENE_exon-XM_003712658.1-1	rna-XM_003712658.1	protein_coding	0	3	5	70	6	0	2	0	0	0	0	30	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	32
exon-XM_003712659.1-1	GENE_exon-XM_003712659.1-1	rna-XM_003712659.1	protein_coding	0	1	3	73	3	0	0	0	0	0	2	37	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	31
exon-XM_003712660.1-1	GENE_exon-XM_003712660.1-1	rna-XM_003712660.1	protein_coding	0	6	1	76	5	0	0	0	0	0	0	41	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	29
exon-XM_003712661.1-1	GENE_exon-XM_003712661.1-1	rna-XM_003712661.1	protein_coding	0	6	2	69	4	0	3	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	40
exon-XM_003712662.1-1	GENE_exon-XM_003712662.1-1	rna-XM_003712662.1	protein_coding	0	7	4	67	0	0	0	0	0	0	0	23	0	0	1	4	0	0	0	0	0	0	0	0	0	0	7	43
exon-XM_003712663.1-1	GENE_exon-XM_003712663.1-1	rna-XM_003712663.1	protein_coding	0	0	0	79	2	0	0	0	0	0	0	42	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	33
exon-XM_003712664.1-1	GENE_exon-XM_003712664.1-1	rna-XM_003712664.1	protein_coding	0	2	5	68	0	0	4	0	0	0	0	25	0	0	2	5	0	0	0	0	0	0	0	0	0	0	2	37
exon-XM_003712665.1-1	GENE_exon-XM_003712665.1-1	rna-XM_003712665.1	protein_coding	0	6	0	64	5	0	2	0	0	0	0	25	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	30
exon-XM_003712666.1-1	GENE_exon-XM_003712666.1-1	rna-XM_003712666.1	protein_coding	0	1	0	62	3	0	1	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33
exon-XM_003712667.1-1	GENE_exon-XM_003712667.1-1	rna-XM_003712667.1	protein_coding	0	4	1	73	5	0	0	0	0	0	0	25	0	0	5	1	0	0	0	0	0	0	0	0	0	0	4	38
exon-XM_003712668.1-1	GENE_exon-XM_003712668.1-1	rna-XM_003712668.1	protein_coding	0	6	3	71	2	1	2	0	0	0	0	36	0	0	4	3	0	0	0	0	0	0	0	0	0	0	5	27
exon-XM_003712669.1-1	GENE_exon-XM_003712669.1-1	rna-XM_003712669.1	protein_coding	0	2	0	76	4	0	1	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	40
exon-XM_003712670.1-1	GENE_exon-XM_003712670.1-1	rna-XM_003712670.1	protein_coding	0	8	0	69	0	2	2	0	0	0	0	34	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	31
exon-XM_003712671.1-1	GENE_exon-XM_003712671.1-1	rna-XM_003712671.1	protein_coding	0	3	2	71	0	0	2	0	0	0	2	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	30
exon-XM_003712672.1-1	GENE_exon-XM_003712672.1-1	rna-XM_003712672.1	protein_coding	1	7	3	77	1	0	0	0	0	0	0	38	1	0	0	3	0	0	0	0	0	0	0	0	0	0	7	38
exon-XM_003712673.1-1	GENE_exon-XM_003712673.1-1	rna-XM_003712673.1	protein_coding	0	1	1	63	0	0	0	0	0	0	0	26	0	0	6	1	0	0	0	0	0	0	0	0	0	0	1	31
exon-XM_003712674.1-1	GENE_exon-XM_003712674.1-1	rna-XM_003712674.1	protein_coding	0	0	1	65	0	0	0	0	0	0	0	26	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	38
exon-XM_003712675.1-1	GENE_exon-XM_003712675.1-1	rna-XM_003712675.1	protein_coding	0	1	1	94	15	0	13	0	0	0	0	30	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	33
exon-XM_003712676.1-1	GENE_exon-XM_003712676.1-1	rna-XM_003712676.1	protein_coding	0	10	0	64	3	1	4	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11
exon-XM_003712677.1-1	GENE_exon-XM_003712677.1-1	rna-XM_003712677.1	protein_coding	0	0	0	34	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
exon-XM_003712678.1-1	GENE_exon-XM_003712678.1-1	rna-XM_003712678.1	protein_coding	0	2	2	41	2	0	1	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	25
exon-XM_003712679.1-1	GENE_exon-XM_003712679.1-1	rna-XM_003712679.1	protein_coding	0	3	2	61	1	0	2	0	0	0	0	43	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	14
exon-XM_003712680.1-1	GENE_exon-XM_003712680.1-1	rna-XM_003712680.1	protein_coding	0	1	0	69	13	0	2	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25
exon-XM_003712681.1-1	GENE_exon-XM_003712681.1-1	rna-XM_003712681.1	protein_coding	0	0	0	66	0	0	0	0	0	0	0	24	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	38
exon-XM_003712682.1-1	GENE_exon-XM_003712682.1-1	rna-XM_003712682.1	protein_coding	0	2	1	64	3	0	1	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	21
exon-XM_003712683.1-1	GENE_exon-XM_003712683.1-1	rna-XM_003712683.1	protein_coding	0	3	0	55	2	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	41
exon-XM_003712684.1-1	GENE_exon-XM_003712684.1-1	rna-XM_003712684.1	protein_coding	0	4	2	41	4	2	3	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	15
exon-XM_003712685.1-1	GENE_exon-XM_003712685.1-1	rna-XM_003712685.1	protein_coding	0	0	0	31	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
exon-XM_003712686.1-1	GENE_exon-XM_003712686.1-1	rna-XM_003712686.1	protein_coding	1	0	1	28	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	15
exon-XM_003712687.1-1	GENE_exon-XM_003712687.1-1	rna-XM_003712687.1	protein_coding	0	3	0	50	5	0	2	0	0	0	0	22	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	17
exon-XM_003712688.1-1	GENE_exon-XM_003712688.1-1	rna-XM_003712688.1	protein_coding	0	2	0	46	2	0	2	0	0	0	0	18	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	23
exon-XM_003712689.1-1	GENE_exon-XM_003712689.1-1	rna-XM_003712689.1	protein_coding	0	1	1	47	1	0	1	0	0	0	0	24	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	18
exon-XM_003712690.1-1	GENE_exon-XM_003712690.1-1	rna-XM_003712690.1	protein_coding	0	2	0	59	4	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	22
exon-XM_003712691.1-1	GENE_exon-XM_003712691.1-1	rna-XM_003712691.1	protein_coding	0	8	3	60	1	1	2	0	0	0	0	24	0	0	5	3	0	0	0	0	3	0	0	0	0	0	4	31
exon-XM_003712692.1-1	GENE_exon-XM_003712692.1-1	rna-XM_003712692.1	protein_coding	0	8	1	71	5	0	1	0	0	0	0	30	0	0	3	1	0	0	0	0	0	0	0	0	0	0	8	32
exon-XM_003712693.1-1	GENE_exon-XM_003712693.1-1	rna-XM_003712693.1	protein_coding	0	4	3	70	3	0	7	0	0	0	0	29	0	0	1	3	0	0	0	0	1	0	0	0	0	0	3	31
exon-XM_003712694.1-1	GENE_exon-XM_003712694.1-1	rna-XM_003712694.1	protein_coding	0	0	1	58	0	0	0	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
exon-XM_003712695.1-1	GENE_exon-XM_003712695.1-1	rna-XM_003712695.1	protein_coding	0	3	1	72	3	1	9	0	0	0	0	32	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	26
exon-XM_003712696.1-1	GENE_exon-XM_003712696.1-1	rna-XM_003712696.1	protein_coding	0	4	0	76	6	0	3	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	29
exon-XM_003712697.1-1	GENE_exon-XM_003712697.1-1	rna-XM_003712697.1	protein_coding	0	3	0	67	10	0	7	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	25
exon-XM_003712698.1-1	GENE_exon-XM_003712698.1-1	rna-XM_003712698.1	protein_coding	0	0	0	56	0	0	0	0	0	0	0	32	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	22
exon-XM_003712699.1-1	GENE_exon-XM_003712699.1-1	rna-XM_003712699.1	protein_coding	0	2	2	45	4	1	1	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	24
exon-XM_003712700.1-1	GENE_exon-XM_003712700.1-1	rna-XM_003712700.1	protein_coding	0	0	0	46	2	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23
exon-XM_003712701.1-1	GENE_exon-XM_003712701.1-1	rna-XM_003712701.1	protein_coding	0	2	0	32	3	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	13
exon-XM_003712702.1-1	GENE_exon-XM_003712702.1-1	rna-XM_003712702.1	protein_coding	0	1	6	31	2	0	2	1	0	0	0	10	0	0	2	5	0	0	0	0	0	0	0	0	0	0	1	15
exon-XM_003712703.1-1	GENE_exon-XM_003712703.1-1	rna-XM_003712703.1	protein_coding	0	5	2	49	4	0	4	0	0	0	0	15	0	0	1	2	0	0	0	0	0	0	0	0	0	0	5	25
exon-XM_003712704.1-1	GENE_exon-XM_003712704.1-1	rna-XM_003712704.1	protein_coding	0	4	2	42	2	0	8	0	1	0	0	13	0	0	4	1	0	0	0	0	1	0	0	0	0	0	3	16
exon-XM_003712705.1-1	GENE_exon-XM_003712705.1-1	rna-XM_003712705.1	protein_coding	0	2	0	51	0	0	1	0	0	0	0	27	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	22
exon-XM_003712706.1-1	GENE_exon-XM_003712706.1-1	rna-XM_003712706.1	protein_coding	0	2	4	63	1	0	2	0	0	0	0	35	0	0	1	4	0	0	0	0	1	0	0	0	0	0	1	25
exon-XM_003712707.1-1	GENE_exon-XM_003712707.1-1	rna-XM_003712707.1	protein_coding	0	4	0	60	5	0	0	0	0	0	0	16	0	0	4	0	0	0	0	0	1	0	0	0	0	0	3	35
exon-XM_003712708.1-1	GENE_exon-XM_003712708.1-1	rna-XM_003712708.1	protein_coding	0	11	5	79	3	1	11	0	0	0	0	22	0	0	2	5	0	0	0	0	0	0	0	0	0	0	10	41
exon-XM_003712709.1-1	GENE_exon-XM_003712709.1-1	rna-XM_003712709.1	protein_coding	0	2	2	81	0	0	0	0	0	0	0	39	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	39
exon-XM_003712710.1-1	GENE_exon-XM_003712710.1-1	rna-XM_003712710.1	protein_coding	0	8	5	85	6	0	0	0	0	1	0	29	0	0	4	4	0	0	0	0	1	0	0	0	0	0	7	47
exon-XM_003712711.1-1	GENE_exon-XM_003712711.1-1	rna-XM_003712711.1	protein_coding	0	0	2	76	0	0	0	0	0	0	0	37	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	38
exon-XM_003712712.1-1	GENE_exon-XM_003712712.1-1	rna-XM_003712712.1	protein_coding	0	5	2	99	1	0	4	0	0	0	0	54	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	40
exon-XM_003712713.1-1	GENE_exon-XM_003712713.1-1	rna-XM_003712713.1	protein_coding	0	0	1	77	0	0	0	0	0	0	0	31	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	37
exon-XM_003712714.1-1	GENE_exon-XM_003712714.1-1	rna-XM_003712714.1	protein_coding	0	6	4	78	1	1	6	0	1	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	49
exon-XM_003712715.1-1	GENE_exon-XM_003712715.1-1	rna-XM_003712715.1	protein_coding	0	2	0	96	2	1	5	0	0	0	0	50	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	37
exon-XM_003712716.1-1	GENE_exon-XM_003712716.1-1	rna-XM_003712716.1	protein_coding	0	7	3	58	11	1	5	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	20
exon-XM_003712717.1-1	GENE_exon-XM_003712717.1-1	rna-XM_003712717.1	protein_coding	0	9	6	58	5	0	3	0	0	0	0	33	0	0	2	6	0	0	0	0	0	0	0	0	0	0	9	15
exon-XM_003712718.1-1	GENE_exon-XM_003712718.1-1	rna-XM_003712718.1	protein_coding	0	0	0	46	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
exon-XM_003712719.1-1	GENE_exon-XM_003712719.1-1	rna-XM_003712719.1	protein_coding	0	9	3	76	10	0	2	0	0	0	0	36	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	28
exon-XM_003712720.1-1	GENE_exon-XM_003712720.1-1	rna-XM_003712720.1	protein_coding	0	5	1	63	3	0	1	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	21
exon-XM_003712721.1-1	GENE_exon-XM_003712721.1-1	rna-XM_003712721.1	protein_coding	0	0	0	82	10	0	5	0	0	0	0	39	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	24
exon-XM_003712722.1-1	GENE_exon-XM_003712722.1-1	rna-XM_003712722.1	protein_coding	0	4	2	33	1	1	1	0	0	1	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	21
exon-XM_003712723.1-1	GENE_exon-XM_003712723.1-1	rna-XM_003712723.1	protein_coding	0	5	1	59	3	1	2	0	0	0	0	25	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	27
exon-XM_003712724.1-1	GENE_exon-XM_003712724.1-1	rna-XM_003712724.1	protein_coding	0	0	0	47	0	0	0	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24
exon-XM_003712725.1-1	GENE_exon-XM_003712725.1-1	rna-XM_003712725.1	protein_coding	0	3	2	62	3	0	1	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	25
exon-XM_003712726.1-1	GENE_exon-XM_003712726.1-1	rna-XM_003712726.1	protein_coding	0	4	0	70	6	0	4	0	0	0	0	23	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	30
exon-XM_003712727.1-1	GENE_exon-XM_003712727.1-1	rna-XM_003712727.1	protein_coding	0	7	3	72	5	0	3	0	0	0	0	26	0	0	6	3	0	0	0	0	0	0	0	0	0	0	7	32
exon-XM_003712728.1-1	GENE_exon-XM_003712728.1-1	rna-XM_003712728.1	protein_coding	0	0	0	40	2	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
exon-XM_003712729.1-1	GENE_exon-XM_003712729.1-1	rna-XM_003712729.1	protein_coding	0	1	1	53	4	0	0	0	0	0	0	31	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	17
exon-XM_003712730.1-1	GENE_exon-XM_003712730.1-1	rna-XM_003712730.1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
exon-XM_003712731.1-1	GENE_exon-XM_003712731.1-1	rna-XM_003712731.1	protein_coding	1	2	0	27	0	0	0	0	0	0	0	6	0	0	10	0	0	0	0	1	0	0	0	0	0	0	2	12
exon-XM_003712732.1-1	GENE_exon-XM_003712732.1-1	rna-XM_003712732.1	protein_coding	0	0	0	61	3	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
exon-XM_003712733.1-1	GENE_exon-XM_003712733.1-1	rna-XM_003712733.1	protein_coding	0	4	1	77	8	0	0	0	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	11
exon-XM_003712734.1-1	GENE_exon-XM_003712734.1-1	rna-XM_003712734.1	protein_coding	0	2	14	68	0	0	0	0	0	0	0	20	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2	48
exon-XM_003712735.1-1	GENE_exon-XM_003712735.1-1	rna-XM_003712735.1	protein_coding	0	5	4	100	6	1	3	0	0	0	0	36	0	0	0	4	0	1	0	0	1	0	0	0	0	0	3	54
exon-XM_003712736.1-1	GENE_exon-XM_003712736.1-1	rna-XM_003712736.1	protein_coding	0	5	3	95	0	0	0	0	0	0	0	32	0	0	3	3	0	0	0	0	0	0	0	0	0	0	5	60
exon-XM_003712737.1-1	GENE_exon-XM_003712737.1-1	rna-XM_003712737.1	protein_coding	0	4	0	82	1	0	2	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	34
exon-XM_003712738.1-1	GENE_exon-XM_003712738.1-1	rna-XM_003712738.1	protein_coding	0	6	1	107	17	0	4	0	0	0	0	41	0	0	5	1	0	0	0	0	0	0	0	0	0	0	6	40
exon-XM_003712739.1-1	GENE_exon-XM_003712739.1-1	rna-XM_003712739.1	protein_coding	0	7	2	79	2	0	5	0	0	0	0	30	0	0	1	2	0	0	0	0	0	0	0	0	0	0	7	41
exon-XM_003712740.1-1	GENE_exon-XM_003712740.1-1	rna-XM_003712740.1	protein_coding	0	2	3	76	10	0	1	0	0	0	0	35	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	30
exon-XM_003712741.1-1	GENE_exon-XM_003712741.1-1	rna-XM_003712741.1	protein_coding	0	3	2	73	4	0	0	0	0	0	0	43	0	0	4	2	0	0	0	0	0	0	0	0	0	0	3	22
exon-XM_003712742.1-1	GENE_exon-XM_003712742.1-1	rna-XM_003712742.1	protein_coding	0	2	0	59	0	1	4	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41
exon-XM_003712743.1-1	GENE_exon-XM_003712743.1-1	rna-XM_003712743.1	protein_coding	0	0	0	45	0	0	0	0	0	0	0	30	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13
exon-XM_003712744.1-1	GENE_exon-XM_003712744.1-1	rna-XM_003712744.1	protein_coding	0	1	0	38	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	26
exon-XM_003712745.1-1	GENE_exon-XM_003712745.1-1	rna-XM_003712745.1	protein_coding	0	5	3	45	0	0	1	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	21
exon-XM_003712746.1-1	GENE_exon-XM_003712746.1-1	rna-XM_003712746.1	protein_coding	1	1	2	46	0	0	0	0	0	0	0	18	1	0	3	2	0	0	0	0	0	0	0	0	0	0	1	25
exon-XM_003712747.1-1	GENE_exon-XM_003712747.1-1	rna-XM_003712747.1	protein_coding	0	0	0	50	3	0	2	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
exon-XM_003712748.1-1	GENE_exon-XM_003712748.1-1	rna-XM_003712748.1	protein_coding	0	5	2	68	1	0	1	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	19
exon-XM_003712749.1-1	GENE_exon-XM_003712749.1-1	rna-XM_003712749.1	protein_coding	0	7	0	75	0	0	0	0	0	0	0	53	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	21
exon-XM_003712750.1-1	GENE_exon-XM_003712750.1-1	rna-XM_003712750.1	protein_coding	0	26	1	148	5	0	1	0	0	0	0	120	0	0	4	1	0	0	0	0	2	0	0	0	0	0	24	20
exon-XM_003712751.1-1	GENE_exon-XM_003712751.1-1	rna-XM_003712751.1	protein_coding	3	4	2	144	15	2	30	0	1	0	0	46	3	0	0	1	0	0	0	0	0	1	0	0	0	0	2	53
exon-XM_003712752.1-1	GENE_exon-XM_003712752.1-1	rna-XM_003712752.1	protein_coding	0	0	3	145	0	0	4	0	0	0	0	103	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	37
exon-XM_003712753.1-1	GENE_exon-XM_003712753.1-1	rna-XM_003712753.1	protein_coding	1	1	1	134	0	0	0	0	0	0	0	17	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	116
exon-XM_003712754.1-1	GENE_exon-XM_003712754.1-1	rna-XM_003712754.1	protein_coding	0	3	3	119	2	0	1	0	0	0	0	100	0	0	2	3	0	0	0	0	0	0	0	0	0	0	3	14
exon-XM_003712755.1-1	GENE_exon-XM_003712755.1-1	rna-XM_003712755.1	protein_coding	0	0	0	30	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
exon-XM_003712756.1-1	GENE_exon-XM_003712756.1-1	rna-XM_003712756.1	protein_coding	0	6	0	48	2	0	0	0	0	0	0	24	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	13
exon-XM_003712757.1-1	GENE_exon-XM_003712757.1-1	rna-XM_003712757.1	protein_coding	0	0	0	39	3	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	20
exon-XM_003712758.1-1	GENE_exon-XM_003712758.1-1	rna-XM_003712758.1	protein_coding	0	3	1	39	0	0	2	0	0	1	0	27	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	9
exon-XM_003712759.1-1	GENE_exon-XM_003712759.1-1	rna-XM_003712759.1	protein_coding	0	2	1	37	0	0	1	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	11
